GeneName,Comparison,count,dS_median,dS_mean,dS_SD,dN_median,dN_mean,dN_SD
3697at155619,T. abietinum,9453,0.1061,0.094724648,0.039142254,0.0044,0.004306273,0.002056234
3697at155619,T. fuscoviolaceum,820,0.0591,0.059459878,0.029692426,0.004,0.003925244,0.00178857
3716at155619,between,5658,0.4003,0.398788583,0.011520092,0.0334,0.030307529,0.005726625
3716at155619,T. abietinum,9453,0.0169,0.035793166,0.034861665,0.0075,0.008797133,0.007698487
3716at155619,T. fuscoviolaceum,820,0.0316,0.031616585,0.025764023,6.00E-04,0.001678415,0.002057966
37173at155619,between,5658,0.2612,0.263459261,0.023467259,0.0296,0.029565412,0.003460937
37173at155619,T. abietinum,9453,0.0622,0.063888469,0.04973695,0.0032,0.00518849,0.004917072
37173at155619,T. fuscoviolaceum,820,0.0075,0.008435,0.005923227,0,0.000577561,0.001231449
37233at155619,between,5658,0.4583,0.458037257,0.049634062,0.054,0.054195847,0.005189238
37233at155619,T. abietinum,9453,0.0773,0.102359039,0.077888977,0.0158,0.016917635,0.008358016
37233at155619,T. fuscoviolaceum,820,0.0191,0.129145122,0.147885308,0.0044,0.012917195,0.013105773
37275at155619,between,5658,0.3027,0.300556416,0.027916962,0.0164,0.016158554,0.002118855
37275at155619,T. abietinum,9453,0.0949,0.07845485,0.048691932,0.0047,0.004815138,0.004467846
37275at155619,T. fuscoviolaceum,820,0.0266,0.034224024,0.041879771,0.0024,0.002013659,0.002200901
37309at155619,between,5658,0.3366,0.357837381,0.065479716,0.0613,0.083385189,0.051234784
37309at155619,T. abietinum,9453,0.1498,0.127163694,0.070774389,0.0261,0.03265667,0.034452528
37309at155619,T. fuscoviolaceum,820,0.0137,0.098283049,0.118526969,0.0048,0.048224634,0.066745695
37328at155619,between,5658,0.3976,0.399468664,0.047820081,0.0612,0.058873171,0.007470938
37328at155619,T. abietinum,9453,0.0703,0.061520099,0.04433963,0.0074,0.009406622,0.007707574
37328at155619,T. fuscoviolaceum,820,0.0208,0.101980732,0.114895917,0.0024,0.013371829,0.015433156
37361at155619,between,5658,0.2387,0.237493478,0.021808548,0.0144,0.015720148,0.00217796
37361at155619,T. abietinum,9453,0.0696,0.061447985,0.033524685,0.0035,0.003315879,0.002447114
37361at155619,T. fuscoviolaceum,820,0.0277,0.022978902,0.014095422,0,0.000306951,0.000779116
37394at155619,between,5658,0.3234,0.323232008,0.018756107,0.0387,0.03918503,0.004936372
37394at155619,T. abietinum,9453,0.0671,0.076276262,0.045864296,0.007,0.008095599,0.005112126
37394at155619,T. fuscoviolaceum,820,0.02765,0.045823049,0.035410942,0.009,0.007301707,0.006287591
37409at155619,between,5658,0.3556,0.358187381,0.027581792,0.0639,0.086388565,0.044427219
37409at155619,T. abietinum,9453,0.1101,0.09471188,0.049148431,0.0268,0.028082312,0.019427723
37409at155619,T. fuscoviolaceum,820,0.1056,0.130906951,0.101398928,0.017,0.052171341,0.055773323
37438at155619,between,5658,0.3617,0.370224903,0.034411363,0.017,0.021111082,0.00902464
37438at155619,T. abietinum,9453,0.0576,0.055250873,0.035170044,0.0024,0.002423072,0.002613022
37438at155619,T. fuscoviolaceum,820,0.0133,0.088427683,0.10592025,0.0024,0.009175244,0.013672318
37559at155619,between,5658,0.229,0.230052457,0.017290383,0.0209,0.021625203,0.003418942
37559at155619,T. abietinum,9453,0.0598,0.055500645,0.029014199,0.0046,0.004552184,0.003423641
37559at155619,T. fuscoviolaceum,820,0.043,0.041654512,0.035151505,0.0092,0.011819756,0.009578547
37620at155619,between,5658,0.3846,0.383758625,0.01634348,0.0851,0.08538807,0.004550467
37620at155619,T. abietinum,9453,0.066,0.077339723,0.04396883,0.0226,0.024313393,0.012164904
37620at155619,T. fuscoviolaceum,820,0.0076,0.027976707,0.029633002,0.0047,0.010746707,0.010403167
37638at155619,between,5658,0.3454,0.35341147,0.028541327,0.019,0.019488194,0.002546546
37638at155619,T. abietinum,9453,0.0522,0.054223929,0.039107229,0.0021,0.003735047,0.003517069
37638at155619,T. fuscoviolaceum,820,0.0149,0.014467195,0.009593509,0,0.001080732,0.001264233
37651at155619,between,5658,0.3744,0.366198887,0.028854865,0.0127,0.014680753,0.004631905
37651at155619,T. abietinum,9453,0.072,0.093215519,0.079562986,0.0018,0.003263546,0.006218396
37651at155619,T. fuscoviolaceum,820,0.0153,0.02010939,0.01565934,0.0018,0.001769268,0.001506593
37696at155619,between,5658,0.3373,0.34186147,0.045413389,0.0211,0.022941622,0.004709576
37696at155619,T. abietinum,9453,0.1646,0.141837226,0.064737275,0.0041,0.004803861,0.004556787
37696at155619,T. fuscoviolaceum,820,0.0219,0.054202805,0.054229581,0,0.002586585,0.00313563
37794at155619,between,5658,0.333,0.340493142,0.028027777,0.0363,0.033327872,0.007026479
37794at155619,T. abietinum,9453,0.151,0.123827155,0.082012638,0.0147,0.013960362,0.009556281
37794at155619,T. fuscoviolaceum,820,0.0239,0.026952561,0.017847059,0.0015,0.002141951,0.002074803
37857at155619,between,5658,0.268,0.267672729,0.012278429,0.0589,0.058029657,0.003896762
37857at155619,T. abietinum,9453,0.0408,0.054424617,0.039978609,0.008,0.011097853,0.007899586
37857at155619,T. fuscoviolaceum,820,0.0295,0.024071951,0.014138942,0.008,0.006790122,0.004641269
37865at155619,between,5658,0.3582,0.357507794,0.022386783,0.0252,0.032517621,0.010739509
37865at155619,T. abietinum,9453,0.0759,0.065243404,0.033540326,0.0029,0.003082365,0.002196753
37865at155619,T. fuscoviolaceum,820,0.082,0.05278939,0.042534375,0.0102,0.014921341,0.012316274
3790at155619,between,5658,0.4617,0.4614041,0.027209725,0.0133,0.013444256,0.002159547
3790at155619,T. abietinum,9453,0.1629,0.152635491,0.084259381,0.0031,0.003532508,0.002154365
3790at155619,T. fuscoviolaceum,820,0.0253,0.078301341,0.077142289,0.002,0.004707561,0.004601472
37985at155619,between,5658,0.3433,0.335408872,0.044501568,0.039,0.040080064,0.005155965
37985at155619,T. abietinum,9453,0.0901,0.089715995,0.040205666,0.0117,0.011312853,0.005233481
37985at155619,T. fuscoviolaceum,820,0.0822,0.07055878,0.03972763,0.0063,0.005964146,0.003546868
3809at155619,between,5658,0.4435,0.443332185,0.026042422,0.0238,0.024376865,0.003152871
3809at155619,T. abietinum,9453,0.0888,0.119847773,0.094732589,0.0096,0.011179499,0.007353497
3809at155619,T. fuscoviolaceum,820,0.1023,0.087109268,0.074148683,0.0067,0.007255488,0.005503366
38159at155619,between,5658,0.281,0.280347437,0.022074306,0.0427,0.043143796,0.003792879
38159at155619,T. abietinum,9453,0.0625,0.058502634,0.023720038,0.0073,0.007991823,0.005968988
38159at155619,T. fuscoviolaceum,820,0.0081,0.041883659,0.046069041,0.0024,0.003834634,0.003116437
3821at155619,between,5658,0.3104,0.314501343,0.016275258,0.0241,0.024515465,0.002827469
3821at155619,T. abietinum,9453,0.0773,0.056865429,0.042755123,0.0049,0.005718015,0.004472203
3821at155619,T. fuscoviolaceum,820,0.0114,0.041,0.044083827,0.0037,0.00282,0.002403206
38283at155619,between,5658,0.3727,0.369942489,0.029923129,0.0258,0.026377554,0.002264264
38283at155619,T. abietinum,9453,0.0736,0.069496403,0.034453316,0,0.001498773,0.001787869
38283at155619,T. fuscoviolaceum,820,0.0178,0.055305366,0.059568816,0,0.001349634,0.001924519
38321at155619,between,5658,0.5994,0.583893708,0.123836468,0.2171,0.161547119,0.078698103
38321at155619,T. abietinum,9453,0.1599,0.174337671,0.096463081,0.0357,0.102969988,0.087633604
38321at155619,T. fuscoviolaceum,820,0.0351,0.032172561,0.01790121,0.0098,0.009072683,0.003857664
38343at155619,between,5658,0.2652,0.264864387,0.034069294,0.0052,0.005554984,0.000931298
38343at155619,T. abietinum,9453,0.112,0.107013012,0.044177689,0,0.000173765,0.000722123
38343at155619,T. fuscoviolaceum,820,0.0808,0.057994878,0.041543315,0,0.000500976,0.001064053
3854at155619,between,5658,0.3787,0.3700921,0.026382628,0.0183,0.018450566,0.000952863
3854at155619,T. abietinum,9453,0.0862,0.065939987,0.040973803,0.0047,0.004254491,0.003590881
3854at155619,T. fuscoviolaceum,820,0.0065,0.053227927,0.062605354,7.00E-04,0.003389024,0.003876673
38647at155619,between,5658,0.4209,0.41817872,0.024996796,0.0207,0.022696889,0.003980166
38647at155619,T. abietinum,9453,0.0708,0.081905564,0.057147893,0.0088,0.009607268,0.008279183
38647at155619,T. fuscoviolaceum,820,0,0.004948659,0.006783796,0,0.00084878,0.001432208
38660at155619,between,5658,0.413,0.408289413,0.021873383,0.0295,0.029715801,0.003508532
38660at155619,T. abietinum,9453,0.092,0.083624966,0.046406791,0.0116,0.011241479,0.004781013
38660at155619,T. fuscoviolaceum,820,0.0127,0.011451463,0.00771869,0.0019,0.002658171,0.002360536
38699at155619,between,5658,0.3197,0.338793266,0.043504292,0.0624,0.060836939,0.004856958
38699at155619,T. abietinum,9453,0.0807,0.070454194,0.047210459,0.0119,0.011401195,0.006576414
38699at155619,T. fuscoviolaceum,820,0.0221,0.047809024,0.045950065,0.0047,0.006052683,0.004143021
38709at155619,between,5658,0.3516,0.361829869,0.051449332,0.062,0.072624991,0.070042304
38709at155619,T. abietinum,9453,0.0535,0.067881551,0.044401511,0.015,0.015166984,0.009337084
38709at155619,T. fuscoviolaceum,820,0.07405,0.095135854,0.101363187,0.0056,0.028737073,0.098807407
38718at155619,between,5658,0.432,0.427454648,0.037653873,0.0476,0.047719919,0.004883141
38718at155619,T. abietinum,9453,0.075,0.107236803,0.078881265,0.0141,0.014592436,0.008901397
38718at155619,T. fuscoviolaceum,820,0.0945,0.149654024,0.12208165,0.022,0.020727073,0.013328139
38733at155619,between,5658,0.3197,0.328338724,0.032095363,0.0515,0.04839111,0.020483681
38733at155619,T. abietinum,9453,0.0923,0.077983571,0.052903567,0.013,0.020112853,0.027603375
38733at155619,T. fuscoviolaceum,820,0.0317,0.061776463,0.060807784,0.0043,0.00648378,0.006098861
38767at155619,between,5658,0.3123,0.312458784,0.013290368,0.0421,0.042197526,0.003162745
38767at155619,T. abietinum,9453,0.1011,0.086251909,0.045512148,0.0139,0.015027028,0.009332251
38767at155619,T. fuscoviolaceum,820,0.0063,0.042029146,0.046382347,0.002,0.008013537,0.008297221
38844at155619,between,5658,0.3306,0.333279145,0.025693703,0.0128,0.013231442,0.004686256
38844at155619,T. abietinum,9453,0.0718,0.082748302,0.058355871,0,0.001719772,0.006548018
38844at155619,T. fuscoviolaceum,820,0.0183,0.011904024,0.009254253,0,0.001242927,0.00139201
38893at155619,between,5658,0.3573,0.35090935,0.032127096,0,0.000698887,0.002139227
38893at155619,T. abietinum,9453,0.0276,0.054915879,0.053117701,0,0.000632138,0.002741879
38893at155619,T. fuscoviolaceum,820,0.0296,0.060685732,0.052451523,0,0.000640244,0.001091857
38921at155619,between,5658,0.3593,0.359840491,0.024509368,0.0309,0.031660693,0.002350003
38921at155619,T. abietinum,9453,0.055,0.044500889,0.029739441,0.0047,0.004539363,0.00340846
38921at155619,T. fuscoviolaceum,820,0.0119,0.011918293,0.008848704,0.0023,0.002670854,0.00260121
38991at155619,between,5658,0.3877,0.389459632,0.02425395,0.0836,0.085723365,0.008067463
38991at155619,T. abietinum,9453,0.0545,0.067661599,0.044602109,0.0154,0.017947985,0.012017361
38991at155619,T. fuscoviolaceum,820,0.0272,0.034669024,0.027512804,0.0043,0.006930122,0.005456464
39086at155619,between,5658,0.4729,0.479979074,0.025587449,0.0489,0.048722711,0.003402886
39086at155619,T. abietinum,9453,0.0868,0.076079033,0.042309131,0.0089,0.009497027,0.005627882
39086at155619,T. fuscoviolaceum,820,0.0128,0.019653049,0.016192985,0.0054,0.005184268,0.004215974
39123at155619,between,5658,0.4695,0.471943867,0.092002485,0.0053,0.004850053,0.001833405
39123at155619,T. abietinum,9453,0.1819,0.176702465,0.09210432,0.0026,0.001614588,0.001572898
39123at155619,T. fuscoviolaceum,820,0.0736,0.070903049,0.056321408,0,0.001145854,0.00133529
39161at155619,between,5658,0.438,0.428791658,0.026033877,0.0188,0.018959385,0.001991122
39161at155619,T. abietinum,9453,0.0378,0.06762833,0.054763423,0.0015,0.003413223,0.003719659
39161at155619,T. fuscoviolaceum,820,0.0255,0.030117561,0.037111432,0,0.001182927,0.002025135
3936at155619,between,5658,0.4317,0.433831036,0.021067596,0.1104,0.10869286,0.007220183
3936at155619,T. abietinum,9453,0.1217,0.086885243,0.061147693,0.013,0.012965958,0.007939449
3936at155619,T. fuscoviolaceum,820,0.0459,0.039345,0.032920544,0.0086,0.011218659,0.010256623
39435at155619,between,5658,0.3665,0.363836762,0.024331836,0.0051,0.006414192,0.003054874
39435at155619,T. abietinum,9453,0.0674,0.057758701,0.040585795,0,0.001271755,0.003775407
39435at155619,T. fuscoviolaceum,820,0.004,0.034543659,0.040400451,0,0.002826341,0.003307732
39589at155619,between,5658,0.2871,0.294589343,0.032884936,0.0054,0.010537398,0.009976127
39589at155619,T. abietinum,9453,0.0565,0.052879308,0.028922753,0.0082,0.011246758,0.009732799
39589at155619,T. fuscoviolaceum,820,0.0094,0.015136951,0.011894131,0,0,0
39592at155619,between,5658,0.414,0.406883121,0.060515828,0.0148,0.015691817,0.00145454
39592at155619,T. abietinum,9453,0.0658,0.064322755,0.037664816,0,0.001434116,0.001730389
39592at155619,T. fuscoviolaceum,820,0.007,0.073871951,0.087718706,0,0.000141463,0.000625067
39595at155619,between,5658,0.4954,0.496419335,0.043452066,0.0707,0.07971269,0.024900485
39595at155619,T. abietinum,9453,0.0994,0.098998752,0.057521442,0.0061,0.007950344,0.010862644
39595at155619,T. fuscoviolaceum,820,0.0341,0.056392927,0.057598594,0.003,0.024665,0.028738086
39624at155619,between,5658,0.2627,0.27030251,0.02366282,0.0148,0.013064016,0.00418489
39624at155619,T. abietinum,9453,0.0469,0.050629821,0.035001234,0.0073,0.006298519,0.004812327
39624at155619,T. fuscoviolaceum,820,0.0528,0.05045061,0.040722986,0.0024,0.00386878,0.004129515
39637at155619,between,5658,0.4338,0.438699364,0.023719463,0.0683,0.068932238,0.005028503
39637at155619,T. abietinum,9453,0.0779,0.06167459,0.050078893,0.0219,0.016936496,0.012937554
39637at155619,T. fuscoviolaceum,820,0.0152,0.015084268,0.008795644,0.007,0.006303171,0.004175399
39832at155619,between,5658,0.4268,0.431054966,0.037110427,0.0348,0.03481071,0.003859301
39832at155619,T. abietinum,9453,0.097,0.091457696,0.038550884,0.0102,0.009847509,0.005011631
39832at155619,T. fuscoviolaceum,820,0.1063,0.091780244,0.059847799,0.0102,0.007841585,0.00562518
39929at155619,between,5658,0.3548,0.372521103,0.182135365,0.0461,0.039077713,0.040757719
39929at155619,T. abietinum,9453,0.1097,0.146590638,0.299583629,0.0392,0.032585401,0.054016581
39929at155619,T. fuscoviolaceum,820,0.0564,0.047390244,0.031310168,0.0384,0.025046585,0.018894637
39935at155619,between,5658,0.319,0.32172492,0.036053978,0.0222,0.021174691,0.003464502
39935at155619,T. abietinum,9453,0.0965,0.09127532,0.045488724,0.0025,0.004926087,0.004124947
39935at155619,T. fuscoviolaceum,820,0.125,0.093063049,0.05763501,0.0024,0.00240622,0.00200556
39943at155619,between,5658,1.3391,1.514111877,0.537770335,0.0654,0.064963432,0.005546732
39943at155619,T. abietinum,9453,0.162,0.147299757,0.070041921,0.0179,0.015669523,0.007661075
39943at155619,T. fuscoviolaceum,820,0.273,0.317294024,0.165571732,0.01925,0.019752317,0.007321368
40001at155619,between,5658,0.3766,0.379945157,0.035092677,0.024,0.024089413,0.002984004
40001at155619,T. abietinum,9453,0.0697,0.072280736,0.039741269,0.0053,0.009392711,0.008002
40001at155619,T. fuscoviolaceum,820,0.0187,0.039815488,0.037605775,0.0026,0.003416341,0.003584606
40011at155619,between,5658,0.3357,0.340897614,0.028802436,0.0191,0.020113715,0.005489817
40011at155619,T. abietinum,9453,0.0841,0.081721168,0.036183055,0.0054,0.0055501,0.007524893
40011at155619,T. fuscoviolaceum,820,0.0065,0.010924512,0.010643045,0,0.000263415,0.000812661
40043at155619,between,5658,0.4483,0.445242718,0.016670897,0.0278,0.028075486,0.002963961
40043at155619,T. abietinum,9453,0.1007,0.091218322,0.05513268,0.0035,0.003762213,0.003117448
40043at155619,T. fuscoviolaceum,820,0.0037,0.00398561,0.00342157,0,0.00132122,0.001728929
40061at155619,between,5658,0.27205,0.276637663,0.032575658,0.0027,0.004103712,0.001788856
40061at155619,T. abietinum,9453,0.0723,0.069907902,0.04104702,0,0.001641638,0.002086804
40061at155619,T. fuscoviolaceum,820,0.0127,0.019340854,0.016379738,0,0.000389268,0.000967876
40077at155619,between,5658,0.3029,0.318146023,0.056568499,0.0218,0.022962142,0.005780019
40077at155619,T. abietinum,9453,0.1079,0.096404633,0.053893075,0.0067,0.007831789,0.005723391
40077at155619,T. fuscoviolaceum,820,0.0119,0.032261829,0.038717942,0.0027,0.005429634,0.005133803
40123at155619,between,5658,0.3044,0.305237522,0.011795231,0.0397,0.03977895,0.002567256
40123at155619,T. abietinum,9453,0.0623,0.065338506,0.032346416,0.0092,0.009289559,0.004674493
40123at155619,T. fuscoviolaceum,820,0.0833,0.059269634,0.037616332,0.0069,0.006492805,0.003804805
40141at155619,between,5658,0.4091,0.418089343,0.044165801,0.0091,0.009646094,0.001119545
40141at155619,T. abietinum,9453,0.0574,0.061597355,0.035585744,0,0.001319306,0.001632672
40141at155619,T. fuscoviolaceum,820,0.0517,0.054647683,0.029107707,0,0,0
40143at155619,between,5658,0.2408,0.241506681,0.020015641,0.0108,0.011940191,0.001758243
40143at155619,T. abietinum,9453,0.0417,0.03976052,0.021648419,0,0.001407268,0.001951342
40143at155619,T. fuscoviolaceum,820,0.0059,0.007116829,0.006621723,0,0.000769024,0.001299494
40146at155619,between,5658,0.3993,0.393763591,0.040437491,0,0.000652174,0.001477752
40146at155619,T. abietinum,9453,0.042,0.05985612,0.053502939,0,0.000930604,0.00154169
40146at155619,T. fuscoviolaceum,820,0.0079,0.010688293,0.009168542,0,0,0
40340at155619,between,5658,0.4098,0.413547066,0.023746731,0.0407,0.041616066,0.005068512
40340at155619,T. abietinum,9453,0.1272,0.115375521,0.057355252,0.009,0.009777383,0.006970694
40340at155619,T. fuscoviolaceum,820,0.0204,0.033810366,0.02802694,0.0044,0.004792195,0.00347282
40347at155619,between,5658,0.3622,0.372223507,0.045589516,0.0313,0.025284606,0.00921281
40347at155619,T. abietinum,9453,0.0714,0.088464646,0.063214954,0.0093,0.010117095,0.009897321
40347at155619,T. fuscoviolaceum,820,0.0076,0.01503439,0.01289513,0,0.000430976,0.001073168
40423at155619,between,5658,0.2563,0.265778491,0.025173937,0.0573,0.058665323,0.007551292
40423at155619,T. abietinum,9453,0.0564,0.056139966,0.045528258,0.0093,0.009212906,0.007213914
40423at155619,T. fuscoviolaceum,820,0.0054,0.011880732,0.014344834,0.0023,0.005285732,0.010418742
40443at155619,between,5658,0.604,0.596000919,0.033681887,0.0482,0.04791831,0.004345646
40443at155619,T. abietinum,9453,0.0307,0.088100074,0.086716291,0.0089,0.010831715,0.007699889
40443at155619,T. fuscoviolaceum,820,0.02155,0.030393659,0.025406442,0.0035,0.004040122,0.003008622
40469at155619,between,5658,0.3659,0.370984942,0.032900248,0.0141,0.014966384,0.002151452
40469at155619,T. abietinum,9453,0.0752,0.086848694,0.062085171,0.0028,0.005765154,0.005079531
40469at155619,T. fuscoviolaceum,820,0.014,0.013250976,0.008677723,0,0.000136585,0.000603513
40493at155619,between,5658,0.5021,0.50322052,0.048655172,0.0109,0.011237063,0.002451076
40493at155619,T. abietinum,9453,0.1531,0.147709193,0.061803617,0.0064,0.005673575,0.00317012
40493at155619,T. fuscoviolaceum,820,0.1267,0.120715366,0.060025502,0.0022,0.002316829,0.00209741
40671at155619,between,5658,0.369,0.371109138,0.026129992,0.0347,0.034883828,0.004730916
40671at155619,T. abietinum,9453,0.0903,0.090010547,0.050613613,0.0119,0.011200275,0.007069573
40671at155619,T. fuscoviolaceum,820,0.06,0.100799756,0.088260586,0.0033,0.009103537,0.009988203
